Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列),欢迎词字数,sentiment,positive_prob,医生临床职称,医生教学科研职称
7548,主任医师 教授 ,普外科,三门峡,1,0,"13,767",0,0,1,0,1,无,222122,0,0,0.0315851,主任医师,教授
7549,主治医师 ,口腔医学中心,郑州,0,0,310,0,0,0,0,0,无,222138,0,0,0.0315851,主治医师,无
7550,主治医师 ,普外科,武汉,0,60,"3,321",0,3,3,0,0,无,222139,0,0,0.0315851,主治医师,无
7551,主任医师 ,妇产科,济南,1,495,"45,397",1,21,6,4,2,无,222152,0,0,0.0315851,主任医师,无
7552,副主任医师 ,消化科,南京,1,255,"17,434",0,6,9,2,0,欢迎欢迎您的到来！如有消化系统方面的任何问题，欢迎您向我咨询。,222157,31,2,0.995284,副主任医师,无
7553,副主任医师 ,小儿外科,温州,1,560,"24,682",0,98,2,0,0,让我们一起关注儿童健康事业！,222189,14,2,0.999532,副主任医师,无
7554,主治医师 ,口腔医学中心,郑州,1,830,"118,568",15,108,12,3,3,种植牙博客链接：http://blog.kq88.com/u308693取消周日下午的出诊，就诊请到1号楼26楼口腔二。,222195,60,2,0.943603,主治医师,无
7555,主治医师 ,脑病科,长春,0,0,327,0,0,0,0,0,无,222256,0,0,0.0315851,主治医师,无
7556,主治医师 讲师 ,放射科,邢台,1,210,"62,902",8,0,0,0,0,欢迎您来这里到访欢迎您提出关于影像诊断方面的各种问题，包括肺炎，肺结核，肺癌，各种肺部疾病的X线诊断；骨折，骨肿瘤及各种骨病的X线诊断；胃炎，胃溃疡，十二肠溃疡，胃癌，食管癌的X线诊断；乳腺增生，乳腺肿瘤的钼靶X线诊断。如果是同行，欢迎来一起讨...论影像方面的疑难杂症。展开>>收起<<,222311,144,2,0.99436,主治医师,讲师
7557,住院医师 讲师 ,口腔科,榆林,1,590,"98,470",3,23,1,0,1,"健康生活,从齿开始!希望和口腔同道多多交流学习,提高患者的口腔保健意识!",222345,36,2,0.908503,住院医师,讲师
7558,副主任医师 ,眼科,宝鸡,1,10,"14,765",0,2,10,1,0,无,222348,0,0,0.0315851,副主任医师,无
7559,副主任医师 ,骨科,开封,1,0,"7,458",0,0,0,0,1,欢迎各位患者、同仁咨询交流！,222360,14,2,0.986675,副主任医师,无
7560,副主任医师 副教授 ,心血管外科,茂名,1,1855,"95,394",3,142,10,1,13,护心、爱心、真心我们一起为心加油！现在每位先天性心脏手术患儿有救助减免，时间到9月1号，不分地区，不限病种联系电话13828610866,222362,68,2,0.998618,副主任医师,副教授
7561,主任医师 教授 ,普外科,长沙,1,0,146,0,0,0,0,0,无,222365,0,0,0.0315851,主任医师,教授
7562,住院医师 ,心儿科,广州,0,10,"3,699",15,3,1,0,0,无,222438,0,0,0.0315851,住院医师,无
7563,副主任医师 ,骨关节科,芜湖,1,815,"53,398",12,28,1,0,5,欢迎来弋矶山医院关节骨科就诊！欢迎来弋矶山医院关节骨科就诊！每周一上午专家门诊。,222441,40,2,0.981855,副主任医师,无
7564,主治医师 ,肿瘤科,上海,1,220,"45,219",0,15,2,0,0,无,222445,0,0,0.0315851,主治医师,无
7565,副主任医师 ,妇儿科,北京,1,570,"64,665",1,46,3,1,1,无,222478,0,0,0.0315851,副主任医师,无
7566,副主任医师 ,普外肿瘤一科,本溪,0,0,"10,550",0,0,1,0,0,无,222570,0,0,0.0315851,副主任医师,无
7567,副主任医师 ,中医科,成都,1,250,"22,126",2,1,6,1,1,无,222599,0,0,0.0315851,副主任医师,无
7568,主治医师 ,肝病中心,北京,0,0,"8,713",0,0,1,0,0,无,222622,0,0,0.0315851,主治医师,无
7569,主治医师 讲师 ,介入科,郑州,1,280,"26,597",14,8,0,0,1,无,222643,0,0,0.0315851,主治医师,讲师
7570,主治医师 ,肿瘤科,齐齐哈尔,0,0,"1,832",0,0,0,0,0,无,222655,0,0,0.0315851,主治医师,无
7571,住院医师 ,口腔科,北京,0,450,"54,490",0,19,3,0,1,无,222689,0,0,0.0315851,住院医师,无
7572,主治医师 ,妇产科,北京,0,3115,"191,457",0,165,1,0,8,无,222690,0,0,0.0315851,主治医师,无
7573,主任医师 教授 ,普外科,大连,1,2906,"138,894",16,159,9,2,12,欢迎您的光临，感谢您的支持！仁心仁术，救死扶伤。大连医科大学附属第二医院普外科二病房（新住院部13楼）周二下午专家门诊（门诊楼三楼）咨询电话：0411-84671291-5131（普外二病房）,222698,96,2,0.991443,主任医师,教授
7574,主治医师 ,麻醉科,北京,0,0,"6,432",0,0,0,0,0,无,222736,0,0,0.0315851,主治医师,无
7575,副主任医师 ,皮肤性病科,杭州,1,210,"10,786",0,2,1,0,0,无,222757,0,0,0.0315851,副主任医师,无
7576,主治医师 ,口腔医疗中心,广州,1,20,667,0,3,1,0,0,无,222804,0,0,0.0315851,主治医师,无
7577,副主任医师 副教授 ,神经介入科,北京,0,200,"9,285",0,0,2,0,1,无,222817,0,0,0.0315851,副主任医师,副教授
7578,主任医师 教授 ,妇产科,武汉,1,340,"35,512",0,47,0,0,0,无,222820,0,0,0.0315851,主任医师,教授
7579,副主任医师 ,口腔科,天津,0,0,"25,779",0,5,8,0,0,无,222882,0,0,0.0315851,副主任医师,无
7580,副主任医师 ,口腔医学中心,深圳,1,0,"4,207",0,0,16,4,0,无,222984,0,0,0.0315851,副主任医师,无
7581,主治医师 讲师 ,口腔科,南京,0,0,"3,930",0,2,4,0,0,无,223093,0,0,0.0315851,主治医师,讲师
7582,主治医师 ,神经外科,银川,0,0,"2,675",0,0,3,0,0,无,223111,0,0,0.0315851,主治医师,无
7583,主任医师 ,血液内科,抚顺,0,0,"1,914",0,0,1,0,0,无,223169,0,0,0.0315851,主任医师,无
7584,住院医师 ,胸外科,武汉,0,200,"2,794",0,0,1,0,0,无,223242,0,0,0.0315851,住院医师,无
7585,住院医师 ,功能神经外科,上海,0,0,"2,126",0,0,0,0,0,无,223243,0,0,0.0315851,住院医师,无
7586,主任医师 ,结核科,合肥,1,200,"6,375",0,0,0,0,1,无,223308,0,0,0.0315851,主任医师,无
7587,主治医师 ,肝病科,济南,0,810,"74,377",0,48,1,0,1,无,223312,0,0,0.0315851,主治医师,无
7588,副主任医师 副教授 ,妇产科,大连,1,375,"10,414",0,1,1,0,0,无,223312,0,0,0.0315851,副主任医师,副教授
7589,主任医师 ,神经内科,银川,1,0,"2,779",0,0,3,0,0,无,223346,0,0,0.0315851,主任医师,无
7590,副主任医师 副教授 ,肝胆脾外科,沈阳,1,100,"12,982",0,10,1,0,1,无,223351,0,0,0.0315851,副主任医师,副教授
7591,副主任医师 副教授 ,血液科,廊坊,1,85,"27,124",0,17,8,1,1,欢迎浏览乔子剑个人网页！！我愿做一叶方舟尽可能的给您提供帮助！！！,223367,33,2,0.987492,副主任医师,副教授
7592,住院医师 ,神经内科,长春,0,0,"11,474",0,0,0,0,0,无,223387,0,0,0.0315851,住院医师,无
7593,主任医师 副教授 ,呼吸病科,蚌埠,1,0,"13,091",0,0,4,0,1,无,223408,0,0,0.0315851,主任医师,副教授
7594,副主任医师 ,肿瘤科,广州,0,2780,"242,815",12,301,0,0,1,肿瘤患者的康复家园！肿瘤患者的康复家园！,223420,20,2,0.994015,副主任医师,无
7595,主治医师 讲师 ,普外科,北京,1,204,"31,103",2,2,9,4,1,无,223429,0,0,0.0315851,主治医师,讲师
7596,副主任医师 副教授 ,中医肿瘤科,北京,1,200,"6,683",0,6,5,0,2,中医药治疗淋巴瘤的研究项目正在进行由倪磊副教授主持的教育部博士点项目中医药治疗淋巴瘤的重大研究项目正在进行中欢迎加入。,223476,59,2,0.949623,副主任医师,副教授
7597,主任医师 ,肛肠科,杭州,1,7068,"1,353,801",89,1028,4,1,4,中医治痔疮药膏一贴痛消以中医为特色，内治与外治相结合，能为患者解除难言之痛苦是我莫大的欣慰。,223504,46,2,0.950402,主任医师,无
7598,主治医师 ,骨科,北京,0,2980,"60,494",0,451,0,0,0,无,223506,0,0,0.0315851,主治医师,无
7599,主任医师 教授 ,泌尿外科,广州,1,305,"39,268",0,21,12,3,1,无,223521,0,0,0.0315851,主任医师,教授
7600,副主任医师 ,骨科,包头,0,0,"2,380",0,0,0,0,0,无,223523,0,0,0.0315851,副主任医师,无
7601,副主任医师 副教授 ,放射科,潍坊,1,0,756,0,0,0,0,0,无,223528,0,0,0.0315851,副主任医师,副教授
7602,主任医师 ,耳鼻喉科,张家口,1,5721,"455,293",22,371,2,0,6,各位朋友，大家好！自强精进，厚德奉献！,223538,19,2,0.96987,主任医师,无
7603,主治医师 ,消化内科,郑州,1,0,"1,668",0,0,1,0,0,无,223600,0,0,0.0315851,主治医师,无
7604,主治医师 ,口腔修复科,济南,1,210,"10,817",6,3,4,1,0,看牙也可以有愉快的经历！还在害怕看牙吗？还在害怕牙医吗？让我来重新诠释看牙也可以有愉快的经历，让你从此乐意来找我爱一起爱惜我们的牙齿！,223623,67,2,0.999535,主治医师,无
7605,主任医师 教授 ,心血管内科,安庆,1,0,"1,945",0,0,1,0,0,您好！欢迎来这里聊聊“心”的问题！,223632,17,2,0.96844,主任医师,教授
7606,住院医师 助教 ,风湿内科,长沙,1,0,948,0,0,0,0,0,我是患者的朋友我是一名患者的朋友，我希望我能用我所学，为您解除疾苦。,223634,34,2,0.951854,住院医师,助教
7607,主治医师 ,乳腺外科,成都,0,7162,"360,344",9,421,8,1,47,现在互联网资讯发达，很多患者喜欢上网搜索相关的医学知识，但是网上的东西鱼龙混杂，很多说法往往不科学，缺乏专业性，甚至误导患者。本网站旨在为公众提供专业、实用的医学知识，并欢迎读者批评补充！,223653,94,0,0.243306,主治医师,无
7608,住院医师 讲师 ,口腔科,广州,1,5,"13,711",0,2,1,0,1,无,223655,0,0,0.0315851,住院医师,讲师
7609,主任医师 教授 ,肿瘤科,南昌,1,600,"68,161",0,28,18,8,2,无,223708,0,0,0.0315851,主任医师,教授
7610,副主任医师 ,针灸理疗科,咸阳,0,230,"9,993",0,3,2,0,0,无,223782,0,0,0.0315851,副主任医师,无
7611,副主任医师 ,风湿免疫科,唐山,1,200,"8,846",0,0,2,0,0,无,223824,0,0,0.0315851,副主任医师,无
7612,住院医师 ,功能检查科,东莞,1,250,"11,701",0,1,1,0,0,大家好！大家好！在下小钟医生，如有需要，在此预约检查，到时可免排队；有疑问，在这里留言，我希望可以给大家提供帮助，与大家交流是我成长和学习的必修课。谢谢！,223827,77,2,0.995753,住院医师,无
7613,副主任医师 副教授 ,整形科,北京,1,8215,"326,037",29,541,9,4,29,专业、认真,223840,5,2,0.999816,副主任医师,副教授
7614,主治医师 ,肝病诊治中心,黄山,0,0,831,0,0,0,0,0,无,223853,0,0,0.0315851,主治医师,无
7615,主任医师 教授 ,脑科,南京,1,0,"11,587",0,1,2,0,1,无,223919,0,0,0.0315851,主任医师,教授
7616,副主任医师 ,妇科,太原,1,0,"1,580",0,0,3,2,0,无,223964,0,0,0.0315851,副主任医师,无
7617,主任医师 教授 ,血液内科,北京,1,3150,"505,942",17,368,30,13,12,无,223966,0,0,0.0315851,主任医师,教授
7618,住院医师 ,内分泌风湿科,西安,0,10,"2,054",0,2,0,0,0,无,223989,0,0,0.0315851,住院医师,无
7619,副主任医师 ,放射科,常德,1,75,"11,956",9,7,0,0,1,你健康我快乐患病不可怕，主要是要有个好心态，再加上积极的治疗！讳病忌医不可取！病急乱投医要不得！,224033,48,2,0.64539,副主任医师,无
7620,住院医师 ,心血管内科,天津,0,200,"6,211",0,0,0,0,1,无,224044,0,0,0.0315851,住院医师,无
7621,副主任医师 ,普外科,临夏,0,200,"6,329",0,0,1,0,0,无,224114,0,0,0.0315851,副主任医师,无
7622,住院医师 助教 ,妇产科,梧州,0,25,"1,074",2,4,0,0,0,无,224116,0,0,0.0315851,住院医师,助教
7623,主任医师 副教授 ,神经外科,上海,1,4600,"476,751",1,541,43,11,28,大家好休假回来上班了，谢谢支持！,224119,16,2,0.997151,主任医师,副教授
7624,副主任技师 副教授 ,放射科,济南,1,0,"10,843",0,0,2,0,0,无,224156,0,0,0.0315851,副主任技师,副教授
7625,主任医师 教授 ,创伤骨科,烟台,1,200,"10,103",6,0,1,0,0,无,224170,0,0,0.0315851,主任医师,教授
7626,副主任医师 ,肿瘤介入治疗中心,北京,1,265,"17,448",3,14,14,6,0,能用所学帮助患者得到最合理、最科学的诊治是我最大的心愿！面对肿瘤无端恐惧要不得，盲目过度治疗更可怕！,224179,50,2,0.953618,副主任医师,无
7627,主治医师 ,脑病科,合肥,0,230,"9,122",0,1,0,0,0,无,224216,0,0,0.0315851,主治医师,无
7628,主治医师 ,理疗科,广州,1,525,"54,394",1,30,0,0,0,无,224255,0,0,0.0315851,主治医师,无
7629,主任医师 教授 ,妇产科,唐山,1,200,"2,879",0,0,0,0,0,无,224270,0,0,0.0315851,主任医师,教授
7630,副主任医师 ,妇产科,泰州,1,75,"3,558",0,12,0,0,1,无,224354,0,0,0.0315851,副主任医师,无
7631,副主任医师 副教授 ,整形美容科,淄博,1,30,"25,383",4,6,0,0,1,爱美人士可以信赖的朋友在你追求美丽的过程中，你最担心什么？请先咨询一下我！,224361,37,2,0.9924,副主任医师,副教授
7632,主治医师 教授 ,口腔颌面外科,成都,0,0,"1,789",0,0,5,2,0,无,224366,0,0,0.0315851,主治医师,教授
7633,主任医师 教授 ,血液内科,郑州,1,0,748,0,0,0,0,0,无,224401,0,0,0.0315851,主任医师,教授
7634,主任医师 ,小儿内科,济南,1,990,"14,775",1,147,10,1,0,无,224436,0,0,0.0315851,主任医师,无
7635,主治医师 讲师 ,影像科,广州,1,355,"18,648",0,6,0,0,2,欢迎大家咨询影像方面的问题本人从事影像诊断多年，主要擅长骨关节、神经系统疾病的影像诊断。解除、减轻您的病痛是我最大的幸福！欢迎大家以各种方式咨询。,224454,73,2,0.99934,主治医师,讲师
7636,主治医师 ,乳腺科,广州,1,0,"3,509",0,0,1,0,0,无,224463,0,0,0.0315851,主治医师,无
7637,副主任医师 副教授 ,新生儿科,广州,1,0,"8,752",0,0,0,0,0,无,224507,0,0,0.0315851,副主任医师,副教授
7638,住院医师 ,风湿免疫科,北京,0,20,"4,854",0,4,0,0,0,无,224510,0,0,0.0315851,住院医师,无
7639,主治医师 讲师 ,针灸推拿科,江门,1,0,"15,746",7,0,2,0,0,无,224514,0,0,0.0315851,主治医师,讲师
7640,主治医师 ,麻醉科,吕梁,0,0,"14,152",0,1,0,0,0,无,224550,0,0,0.0315851,主治医师,无
7641,副主任医师 副教授 ,颌面外科,西安,1,240,"202,806",2,72,12,6,1,肿瘤可控可治，早期、正确、有效治疗是关键专业的诊断和治疗，为您解除肿瘤疾患的痛苦，帮助您拾回幸福的生活.张圃博士，目前承担国家、省级多项口腔颌面部鳞癌临床科研课题，在口腔颌面颈部鳞状细胞癌及恶性肿瘤的手术治疗方面、在综合治疗提高患者生存质量和更多生存时间方面特色明显，得到同行...们认可。展开>>收起<<,224564,153,2,0.999213,副主任医师,副教授
7642,主任医师 副教授 ,肝胆外科,常州,1,3685,"426,153",57,261,8,1,20,欢迎您到我的网站欢迎您来访问我的网站，本网站将立足为大家提一些就诊知识，并刊登部分经典的病例，和大家共同探讨一些临床问题。也希望您能提宝贵的意见，以使本网站的建设更进一步完善，为这大家提供一个交流的平台。,224624,102,2,0.988913,主任医师,副教授
7643,副主任医师 ,妇产科,上海,1,200,"7,636",0,1,12,3,0,无,224625,0,0,0.0315851,副主任医师,无
7644,住院医师 ,眼科,菏泽,0,0,284,0,0,0,0,0,无,224681,0,0,0.0315851,住院医师,无
7645,主任医师 教授 ,肝胆外科,遂宁,1,0,"12,952",0,0,1,0,0,真情面对，肝胆相照！欢迎光临我的空间，对您的建议和咨询我会用心回答！谢谢,224698,36,2,0.998582,主任医师,教授
7646,副主任医师 ,产科,天津,1,455,"43,569",0,23,2,0,1,无,224700,0,0,0.0315851,副主任医师,无
7647,主任医师 ,泌尿外科,北京,1,860,"281,734",14,94,7,0,1,欢迎您的光临！各位老朋友、新朋友，我于去年六月底去美国约翰斯.霍普金斯医院作为访问学者学习一年，接触到最先进的医学研究及医疗技术，重点学习了泌尿系肿瘤的免疫治疗和微创治疗，尤其是前列腺癌的综合治疗。约翰斯.霍普金斯医院是美国最好的医院之一，连续21年排...名全美第一，泌尿外科、神经外科等科室连续21年排名第一。技术雄厚，水平出众。针对国内晚期前列腺癌肿瘤病人较多的现状，我打算开展一些综合性的治疗和管理，请这方面的病人和我积极联系，本人十分愿意将国外,224808,227,2,0.99993,主任医师,无
7648,主任医师 教授 ,急诊科,广州,1,0,"1,059",0,0,2,2,0,无,224845,0,0,0.0315851,主任医师,教授
7649,主治医师 助教 ,神经外科,长春,1,0,"20,711",1,5,2,0,1,无,224888,0,0,0.0315851,主治医师,助教
7650,主任医师 ,骨关节科,天津,1,200,"6,754",0,1,4,1,1,无,224906,0,0,0.0315851,主任医师,无
7651,主治医师 ,消化内科,上海,1,0,"11,081",0,0,1,0,0,无,224935,0,0,0.0315851,主治医师,无
7652,主治医师 ,脑病科,潍坊,0,215,"17,801",4,1,0,0,0,无,224941,0,0,0.0315851,主治医师,无
7653,主任医师 教授 ,骨科,南昌,1,0,"7,796",0,0,4,1,0,无,224984,0,0,0.0315851,主任医师,教授
7654,副主任医师 副教授 ,血管外科,重庆,1,905,"41,993",5,132,6,3,1,大家好！嗨！大家好，我是一名血管外科、疝和腹壁外科的医生，经过长期严格的培养和20多年临床工作经验积累，现在我已成为合格、称职的外科医生。特别擅长血透血管通路的建立和维护，血管外科常见、多发病，疝和腹壁疾病的诊治。希望我的技术能为广大肾功能衰竭的患...者和血管疾病的患者带来福音，有相关问题多与我联系。展开>>收起<<,225045,160,2,0.997204,副主任医师,副教授
7655,副主任医师 ,急诊介入科,北京,1,200,"11,542",0,2,1,0,1,无,225119,0,0,0.0315851,副主任医师,无
7656,副主任医师 ,胸外科,沈阳,1,595,"41,518",4,32,2,1,1,如果您需要，我的知识愿意与您共享如果您需要我，我的知识愿意与您共享如果您相信我，我的知识可以为您释惑和安心,225127,53,2,0.987602,副主任医师,无
7657,主治医师 ,康复科,武汉,1,380,"28,407",0,12,0,0,1,欢迎大家来新华医院咨询就诊新华医院康复科成立与2000年，现科室治疗人员技术，经验丰富，治疗手段多样，竭诚为广大患者服务,225150,60,2,0.993101,主治医师,无
7658,主治医师 ,头颈肿瘤外科,成都,1,345,"25,004",0,16,0,0,0,无,225155,0,0,0.0315851,主治医师,无
7659,主任医师 副教授 ,神经内科,上海,1,60,"4,234",0,11,2,1,1,无,225173,0,0,0.0315851,主任医师,副教授
7660,住院医师 ,骨科,郑州,0,0,"3,273",0,0,0,0,1,欢迎您来我的个人网站！,225242,11,2,0.995257,住院医师,无
7661,副主任医师 ,治未病中心,重庆,1,0,"15,989",0,1,1,0,0,无,225245,0,0,0.0315851,副主任医师,无
7662,副主任医师 ,血液内科,广州,1,0,"13,662",0,1,2,0,0,无,225257,0,0,0.0315851,副主任医师,无
7663,主治医师 ,感染科,漯河,0,0,"13,779",2,0,1,0,0,无,225276,0,0,0.0315851,主治医师,无
7664,主任医师 教授 ,血管外科,北京,1,240,"43,443",1,15,9,4,0,发扬救死扶伤治病救人的精神，工作中恪守“医德高尚，医风正派，医术精湛”的原则，尽职尽责、以病人的利益为重，全心全意的为广大病人服务。,225302,66,2,0.974883,主任医师,教授
7665,副主任医师 副教授 ,心胸外科,广州,0,0,"16,698",0,0,2,0,0,无,225383,0,0,0.0315851,副主任医师,副教授
7666,副主任医师 教授 ,肾病内科,长春,1,240,"12,910",0,4,1,0,0,无,225487,0,0,0.0315851,副主任医师,教授
7667,主治医师 ,泌外科,西安,1,16245,"750,225",4,975,10,4,38,无,225495,0,0,0.0315851,主治医师,无
7668,主治医师 讲师 ,普通外科,长春,1,200,"7,051",0,0,1,0,0,无,225523,0,0,0.0315851,主治医师,讲师
7669,主任医师 教授 ,泌尿外科,哈尔滨,1,30,"1,082",0,5,1,0,0,无,225561,0,0,0.0315851,主任医师,教授
7670,副主任医师 副教授 ,骨伤诊疗中心,郑州,1,0,801,0,0,0,0,0,无,225594,0,0,0.0315851,副主任医师,副教授
7671,住院医师 ,放射科,漳州,0,0,624,0,0,0,0,0,无,225614,0,0,0.0315851,住院医师,无
7672,主任医师 教授 ,小儿外科,济南,1,4150,"198,302",0,283,12,1,7,健康一生孩子是祖国的花朵，让我们为每一朵花献出爱心，欢迎大家与我共同探讨小儿外科疾病的治疗。,225625,46,2,0.992519,主任医师,教授
7673,主任医师 ,胸心科,北京,1,400,"36,325",1,14,5,2,4,救死扶伤为广大群众的身体健康和生命安全提供较完备医疗保障,225661,28,2,0.987729,主任医师,无
7674,主任医师 教授 ,口腔科,深圳,1,0,"2,832",0,1,4,0,0,无,225675,0,0,0.0315851,主任医师,教授
7675,副主任医师 ,中西医结合肛肠科,深圳,1,215,"9,836",0,3,1,1,0,无,225686,0,0,0.0315851,副主任医师,无
7676,住院医师 ,耳鼻咽喉头颈外科,重庆,0,220,"9,326",0,4,0,0,0,无,225693,0,0,0.0315851,住院医师,无
7677,副主任医师 ,中医科,南京,1,0,952,0,0,1,0,0,无,225700,0,0,0.0315851,副主任医师,无
7678,住院医师 ,眼科,十堰,0,0,462,0,0,0,0,0,无,225704,0,0,0.0315851,住院医师,无
7679,住院医师 ,血液科,长沙,1,50,879,2,7,0,0,0,欢迎大家咨询各类血液科问题。包括白血病，淋巴瘤，再生障碍性贫血，骨髓增生异常综合症，多发性骨髓瘤及造血干细胞移植等。,225738,58,2,0.959901,住院医师,无
7680,副主任医师 ,肿瘤放化疗科,宜昌,1,215,"12,173",1,1,1,0,0,欢迎咨询QQ1256389407留言介绍病情时，包括症状、体征、影像及病理资料，作简要说明，既往治疗过的把治疗经过也说一下，以便全面了解病情。,225752,71,2,0.991856,副主任医师,无
7681,住院医师 ,肿瘤科,宜昌,1,80,"10,057",5,10,0,0,0,尽微薄之力助您推开二次生命的窗户！科室网站：www.yccancer.com,225789,38,2,0.896962,住院医师,无
7682,副主任医师 ,肿瘤科,景德镇,1,0,"16,725",0,1,1,0,0,无,225796,0,0,0.0315851,副主任医师,无
7683,住院医师 ,成人外科中心,北京,1,220,"11,619",0,3,5,0,1,无,225814,0,0,0.0315851,住院医师,无
7684,住院医师 ,神经内科,淮安,0,706,"44,622",1,26,2,1,0,幸福存在于一个人真正的工作中搭建医患沟通桥梁构建和谐医患关系,225843,30,2,0.971876,住院医师,无
7685,主治医师 讲师 ,血液科,重庆,1,0,"2,772",0,0,6,1,0,无,225848,0,0,0.0315851,主治医师,讲师
7686,主任医师 ,消化内科,杭州,1,7858,"1,119,760",174,596,11,0,4,欢迎访问刘福医师&#34;慢性便秘防治网&#34;为能给网友提供有价值的建议，避免网上看病的缺陷，请按要求提供病情资料，一般会24小时回复。1、建议读便秘科普知识中：慢性难治性便秘不再难。2、请咨询的网友“一定”按要求提供病情资料：[便秘病人就诊咨询指南]如何使医生为帮助您...——请提供的医生需要的便秘病情资料。展开>>收起<<,225892,166,2,0.969166,主任医师,无
7687,副主任医师 副教授 ,器官移植外科,武汉,1,0,"15,987",0,4,18,7,1,无,225915,0,0,0.0315851,副主任医师,副教授
7688,主任医师 教授 ,物质依赖科,广州,1,0,"34,341",0,6,1,0,0,无,225932,0,0,0.0315851,主任医师,教授
7689,主治医师 ,普外科,榆林,0,230,"13,841",0,3,0,0,0,无,225957,0,0,0.0315851,主治医师,无
7690,住院医师 助教 ,眼科,郑州,1,0,"135,360",2,78,1,0,0,巩膜炎、葡萄膜炎是我的研究方向欢迎大家咨询巩膜炎、葡萄膜炎等眼科问题。巩膜炎杨医生QQ:1259934854巩膜炎QQ群：92263045巩膜炎email:gongmoyan@qq.com葡萄膜炎侯医生QQ:911125364葡萄膜炎侯医生电话：1383...8266120葡萄膜炎患者QQ群：72779068白塞氏病（葡萄膜炎）QQ群：72180082小柳原田病QQ群：91542571Email：houxiwu@qq.com地址：郑州大学第四附属医院,225975,227,2,0.96286,住院医师,助教
7691,主任医师 ,针灸推拿科,温州,1,5660,"283,634",10,355,0,1,3,无,225992,0,0,0.0315851,主任医师,无
7692,主治医师 讲师 ,皮肤性病科,北京,1,15,"1,243",0,3,0,0,0,无,226085,0,0,0.0315851,主治医师,讲师
7693,副主任医师 ,眼科,重庆,1,870,"69,870",0,63,2,0,1,无,226099,0,0,0.0315851,副主任医师,无
7694,主治医师 ,风湿免疫科,厦门,0,0,"1,814",0,0,1,0,0,无,226176,0,0,0.0315851,主治医师,无
7695,主治医师 ,胸心外科,拉萨,0,5,637,0,1,0,0,0,无,226238,0,0,0.0315851,主治医师,无
7696,主任医师 ,心理科,杭州,1,205,"55,466",0,12,27,5,1,无,226240,0,0,0.0315851,主任医师,无
7697,主治医师 ,内科,郑州,1,0,"2,526",1,0,0,0,0,欢迎您进入肿瘤专家陈贝贝博士的个人网站！欢迎您进入肿瘤专家陈贝贝博士的个人网站！,226246,40,2,0.997862,主治医师,无
7698,主治医师 ,修复科,天津,1,0,"6,544",0,0,0,0,0,无,226257,0,0,0.0315851,主治医师,无
7699,住院医师 ,耳鼻喉科,上海,0,0,640,0,0,0,0,0,无,226334,0,0,0.0315851,住院医师,无
7700,副主任医师 副教授 ,关节、运动医学,沈阳,1,210,"7,534",0,2,2,0,0,无,226367,0,0,0.0315851,副主任医师,副教授
7701,主治医师 ,综合内科,北京,1,0,736,0,0,3,0,0,精诚维护人类之健康，祛除疾病之痛苦,226382,17,2,0.888505,主治医师,无
7702,主任医师 ,外科,杭州,1,445,"22,486",0,17,1,0,1,无,226395,0,0,0.0315851,主任医师,无
7703,住院医师 ,口腔医学中心,北京,1,260,"53,743",3,10,2,0,1,美丽开始的地方希望我能用自己的专业技能为您带来整齐的牙齿和美丽的微笑。,226411,35,2,0.999887,住院医师,无
7704,副主任医师 副教授 ,风湿免疫科,郑州,1,1020,"39,994",5,145,8,1,0,无,226471,0,0,0.0315851,副主任医师,副教授
7705,住院医师 ,甲状腺核医学科,上海,0,0,"3,115",0,0,1,0,0,个人网站开通各位病友，我的个人网站开通了，欢迎以后网上咨询！,226495,30,2,0.991346,住院医师,无
7706,副主任医师 ,产科,上海,1,0,"24,113",0,1,4,1,1,无,226514,0,0,0.0315851,副主任医师,无
7707,副主任医师 ,整形烧伤科,常州,1,0,"14,795",0,0,1,0,0,无,226568,0,0,0.0315851,副主任医师,无
7708,副主任医师 副教授 ,颌面外科,温州,1,760,"58,987",2,89,0,0,0,无,226600,0,0,0.0315851,副主任医师,副教授
7709,主治医师 ,泌尿外科,广州,0,335,"23,394",0,8,3,0,1,无,226613,0,0,0.0315851,主治医师,无
7710,副主任医师 副教授 ,内科,泉州,1,0,"10,971",0,0,0,0,1,有求必应泌尿系结石患者急性发作时，疼痛不已，肾绞痛，常常伴有尿血，尿频、急、痛大都同时存在，非常难受，治疗方法很多，体外震荡波碎石是其中一种创伤小，费用相对较低的治疗方法。本医师结合体外震荡波碎石配合治疗本病14年，积累了一点丰富经验，欢迎广大患者...咨询会诊，本人竭力热忱为您提供方便！展开>>收起<<,226685,153,2,0.990497,副主任医师,副教授
7711,副主任医师 副教授 ,血液内科,泸州,1,0,"2,218",0,0,0,0,0,无,226707,0,0,0.0315851,副主任医师,副教授
7712,主治医师 ,产科,绵阳,1,230,"15,757",0,3,0,0,1,无,226713,0,0,0.0315851,主治医师,无
7713,副主任医师 ,普外科,蚌埠,1,0,"25,570",0,4,3,0,0,无,226731,0,0,0.0315851,副主任医师,无
7714,副主任医师 ,中医科,上海,1,0,523,0,1,2,0,0,无,226757,0,0,0.0315851,副主任医师,无
